epoch,loss,lr,mean_absolute_error,val_loss,val_mean_absolute_error
94,nan,-1.0,nan,nan,nan
95,nan,-1.0,nan,nan,nan
96,nan,-1.0,nan,nan,nan
97,nan,-1.0,nan,nan,nan
98,nan,-1.0,nan,nan,nan
99,nan,-1.0,nan,nan,nan
100,nan,-1.0,nan,nan,nan
101,nan,-1.0,nan,nan,nan
102,nan,-1.0,nan,nan,nan
103,nan,-1.0,nan,nan,nan
104,nan,-1.0,nan,nan,nan
105,nan,-1.0,nan,nan,nan
106,nan,-1.0,nan,nan,nan
107,nan,-1.0,nan,nan,nan
108,nan,-1.0,nan,nan,nan
109,nan,-1.0,nan,nan,nan
110,nan,-1.0,nan,nan,nan
111,nan,-1.0,nan,nan,nan
112,nan,-1.0,nan,nan,nan
113,nan,-1.0,nan,nan,nan
114,nan,-1.0,nan,nan,nan
115,nan,-1.0,nan,nan,nan
116,nan,-1.0,nan,nan,nan
117,nan,-1.0,nan,nan,nan
118,nan,-1.0,nan,nan,nan
119,nan,-1.0,nan,nan,nan
120,nan,-1.0,nan,nan,nan
121,nan,-1.0,nan,nan,nan
122,nan,-1.0,nan,nan,nan
123,nan,-1.0,nan,nan,nan
124,nan,-1.0,nan,nan,nan
125,nan,-1.0,nan,nan,nan
126,nan,-1.0,nan,nan,nan
127,nan,-1.0,nan,nan,nan
128,nan,-1.0,nan,nan,nan
129,nan,-1.0,nan,nan,nan
130,nan,-1.0,nan,nan,nan
131,nan,-1.0,nan,nan,nan
132,nan,-1.0,nan,nan,nan
133,nan,-1.0,nan,nan,nan
134,nan,-1.0,nan,nan,nan
135,nan,-1.0,nan,nan,nan
136,nan,-1.0,nan,nan,nan
137,nan,-1.0,nan,nan,nan
138,nan,-1.0,nan,nan,nan
139,nan,-1.0,nan,nan,nan
140,nan,-1.0,nan,nan,nan
141,nan,-1.0,nan,nan,nan
142,nan,-1.0,nan,nan,nan
143,nan,-1.0,nan,nan,nan
144,nan,-1.0,nan,nan,nan
145,nan,-1.0,nan,nan,nan
146,nan,-1.0,nan,nan,nan
147,nan,-1.0,nan,nan,nan
148,nan,-1.0,nan,nan,nan
149,nan,-1.0,nan,nan,nan
150,nan,-1.0,nan,nan,nan
151,nan,-1.0,nan,nan,nan
152,nan,-1.0,nan,nan,nan
153,nan,-1.0,nan,nan,nan
154,nan,-1.0,nan,nan,nan
155,nan,-1.0,nan,nan,nan
156,nan,-1.0,nan,nan,nan
157,nan,-1.0,nan,nan,nan
158,nan,-1.0,nan,nan,nan
159,nan,-1.0,nan,nan,nan
160,nan,-1.0,nan,nan,nan
161,nan,-1.0,nan,nan,nan
162,nan,-1.0,nan,nan,nan
163,nan,-1.0,nan,nan,nan
164,nan,-1.0,nan,nan,nan
165,nan,-1.0,nan,nan,nan
166,nan,-1.0,nan,nan,nan
167,nan,-1.0,nan,nan,nan
168,nan,-1.0,nan,nan,nan
169,nan,-1.0,nan,nan,nan
170,nan,-1.0,nan,nan,nan
171,nan,-1.0,nan,nan,nan
172,nan,-1.0,nan,nan,nan
173,nan,-1.0,nan,nan,nan
174,nan,-1.0,nan,nan,nan
175,nan,-1.0,nan,nan,nan
176,nan,-1.0,nan,nan,nan
177,nan,-1.0,nan,nan,nan
178,nan,-1.0,nan,nan,nan
179,nan,-1.0,nan,nan,nan
180,nan,-1.0,nan,nan,nan
181,nan,-1.0,nan,nan,nan
182,nan,-1.0,nan,nan,nan
183,nan,-1.0,nan,nan,nan
184,nan,-1.0,nan,nan,nan
185,nan,-1.0,nan,nan,nan
186,nan,-1.0,nan,nan,nan
187,nan,-1.0,nan,nan,nan
188,nan,-1.0,nan,nan,nan
189,nan,-1.0,nan,nan,nan
190,nan,-1.0,nan,nan,nan
191,nan,-1.0,nan,nan,nan
192,nan,-1.0,nan,nan,nan
193,nan,-1.0,nan,nan,nan
194,nan,-1.0,nan,nan,nan
195,nan,-1.0,nan,nan,nan
196,nan,-1.0,nan,nan,nan
197,nan,-1.0,nan,nan,nan
198,nan,-1.0,nan,nan,nan
199,nan,-1.0,nan,nan,nan
